[1580,WrappedArray([640,5.7868204], [1341,5.7727046], [5072,5.496954], [2441,5.4852257], [3254,5.360487], [5379,5.3576975], [1751,5.2752166], [283,5.260925], [2867,5.2539496], [41,5.2097774])]
[135,WrappedArray([3222,6.264108], [421,5.692644], [4504,5.6867123], [1659,5.6565313], [2364,5.631328], [101,5.6136956], [1713,5.599921], [1460,5.574137], [2004,5.5458913], [5052,5.537169])]
[1095,WrappedArray([589,7.4746637], [1083,7.37905], [1914,7.299854], [947,6.9033895], [1475,6.72029], [112,6.67352], [2134,6.4657555], [5642,6.3924246], [878,6.357078], [3034,6.33599])]
[3355,WrappedArray([3144,5.0996456], [4583,5.06213], [3440,4.9402514], [292,4.9104524], [5560,4.8998213], [2094,4.8908854], [5882,4.814329], [4135,4.8139987], [2821,4.8089414], [2869,4.801198])]
[1606,WrappedArray([2697,7.8658786], [606,7.6980534], [1070,7.6811357], [1102,7.1484523], [5052,7.078674], [3549,6.873661], [4264,6.855394], [423,6.753139], [5328,6.5725994], [2984,6.541387])]
[3146,WrappedArray([614,5.9680767], [4056,5.96379], [4028,5.744409], [4427,5.7215652], [4191,5.700071], [540,5.6655893], [395,5.6518173], [5642,5.609562], [5328,5.601565], [3222,5.480764])]
[3946,WrappedArray([4583,7.265295], [89,6.806886], [2329,6.741305], [3222,6.5189686], [4143,6.18159], [4850,5.889987], [5052,5.8824034], [775,5.8449335], [4341,5.7169027], [5863,5.6963167])]
[1567,WrappedArray([4358,13.556313], [1445,13.398964], [407,13.395783], [614,10.994551], [2813,10.791443], [870,10.6479845], [2979,10.568164], [5328,9.674105], [947,9.525421], [3379,9.510044])]
[2617,WrappedArray([4565,6.2117844], [898,6.1997194], [2713,6.080401], [1341,5.9776998], [1673,5.953211], [640,5.9093413], [2373,5.8823214], [5379,5.785543], [5052,5.7750754], [98,5.7323804])]
[248,WrappedArray([5328,6.7557516], [5783,6.3849025], [3915,6.355143], [3667,6.264653], [4264,6.2005486], [2697,6.120441], [2364,6.0452724], [2558,6.0235977], [430,6.0085034], [5429,5.917785])]
[1788,WrappedArray([4441,7.6496825], [41,7.6372237], [1596,7.5762734], [1964,7.1726613], [2640,7.126319], [2673,7.0271435], [14,6.995833], [1341,6.98416], [1277,6.9393067], [6038,6.8675303])]
[3948,WrappedArray([5328,5.540856], [2339,5.522124], [452,5.4980254], [5003,5.4836802], [283,5.478358], [210,5.424278], [3549,5.4155703], [4894,5.399274], [4801,5.376289], [3723,5.3687024])]
[499,WrappedArray([5642,9.429458], [589,7.4067354], [1914,7.368569], [4974,7.1879096], [2977,6.670013], [2277,6.632058], [540,6.5945983], [1754,6.5579453], [1083,6.515536], [1596,6.4916654])]
[3160,WrappedArray([2037,7.1101136], [5152,6.5585203], [2479,6.3206143], [2134,6.1706758], [4383,6.1606336], [3764,6.106556], [4317,6.0703874], [5467,6.0486283], [5145,6.030333], [1847,5.822522])]
[42,WrappedArray([5328,6.21295], [2920,6.062214], [1864,5.922549], [3915,5.874553], [1307,5.460408], [4158,5.4521756], [3549,5.37834], [1102,5.323888], [3076,5.3075366], [5052,5.2348976])]
[1312,WrappedArray([4441,13.056382], [4199,13.021369], [4427,12.358252], [700,12.224715], [2673,10.968299], [5642,10.936725], [41,10.813147], [4125,10.758048], [2373,10.62483], [3787,10.33391])]
[1433,WrappedArray([3144,6.54555], [5549,6.0868044], [2441,5.6571045], [2531,5.513707], [4751,5.460466], [5919,5.344904], [3959,5.285491], [2763,5.251337], [4745,5.1524], [3573,5.1430864])]
[2493,WrappedArray([1083,13.062101], [1914,12.594236], [3642,12.575533], [4383,11.982887], [364,11.70083], [3744,11.5916195], [879,11.572466], [2686,11.4552965], [1394,11.396972], [878,11.315736])]
[3103,WrappedArray([1416,7.2132883], [653,7.12922], [491,6.965351], [2297,6.8559256], [2851,6.778682], [4158,6.6477146], [5328,6.63618], [1385,6.613218], [589,6.61116], [5004,6.551373])]
[3113,WrappedArray([1070,5.761951], [809,5.547117], [5052,5.528641], [4583,5.4654655], [653,5.37701], [775,5.3217893], [3222,5.200382], [3549,5.047126], [2155,4.99959], [4633,4.9969635])]
[1954,WrappedArray([3911,6.2108364], [3373,6.2058873], [3009,6.109509], [1989,5.9909115], [2434,5.8962336], [5760,5.8918962], [4997,5.808832], [2494,5.80606], [3149,5.779883], [3870,5.7323546])]
[2124,WrappedArray([1341,5.8161783], [5052,5.640419], [2713,5.5456834], [4191,5.4442945], [1728,5.4430995], [2138,5.38504], [283,5.37507], [3009,5.3303328], [2548,5.3239427], [1713,5.311639])]
[2334,WrappedArray([89,5.6695447], [4583,5.650997], [3222,5.4425178], [283,5.3060083], [5560,5.239884], [775,5.147707], [2697,5.119276], [5863,5.0461206], [6031,4.973953], [2884,4.9733067])]
[2005,WrappedArray([1394,7.2362466], [527,7.2125864], [3480,6.9932213], [4398,6.620251], [2755,6.4357967], [5328,6.2172546], [947,6.1842227], [153,6.131394], [5642,6.1220503], [2977,6.0850306])]
[2415,WrappedArray([1416,9.578016], [4703,9.204672], [745,8.777967], [5004,8.552593], [2329,8.434886], [89,8.420978], [527,8.277275], [5588,8.135842], [4392,7.901737], [213,7.8335342])]
[466,WrappedArray([21,5.69036], [2713,5.4728], [1341,5.2697535], [5320,5.2441506], [3009,5.2098794], [2138,5.093087], [4191,5.0791206], [3273,5.0218515], [2373,4.950324], [5052,4.9359894])]
[506,WrappedArray([5642,11.416666], [4996,10.784639], [1596,10.686001], [5243,9.6847105], [665,9.665258], [4974,9.567995], [1341,9.405248], [3455,9.216652], [2977,9.092866], [5202,9.03044])]
[566,WrappedArray([4703,9.59327], [5274,9.57818], [5214,9.422346], [4017,9.27993], [491,8.94754], [5725,8.870272], [4358,8.751034], [5125,8.517411], [2252,8.382777], [353,8.360564])]
[1566,WrappedArray([3480,6.2471676], [5258,5.717519], [3932,5.5695653], [1282,5.4599977], [5856,5.4402375], [2441,5.397049], [3379,5.384329], [4068,5.238511], [1145,5.222632], [448,5.204504])]
[3286,WrappedArray([4504,5.7047086], [5320,5.470421], [4216,5.462971], [2925,5.2705703], [2432,5.1666017], [1394,5.119082], [3932,5.10071], [1713,5.0462966], [1309,5.0050573], [488,4.90758])]
[337,WrappedArray([1416,6.6153936], [589,6.514477], [2549,6.2251477], [3723,6.109325], [1914,6.064737], [2640,5.9942036], [128,5.8921432], [4424,5.6472], [5756,5.617189], [2339,5.563566])]
[1437,WrappedArray([3725,8.020134], [1456,7.8196993], [5901,7.4340386], [3222,7.2153425], [4519,7.1105714], [4996,7.103888], [2977,7.012913], [535,6.7961006], [640,6.7830286], [128,6.7496142])]
[2308,WrappedArray([3149,2.3178945], [2160,2.2672377], [708,2.2619295], [2530,2.2487118], [206,2.2354164], [4583,2.233187], [4623,2.2216127], [1237,2.1729925], [4936,2.1670334], [353,2.1117494])]
[3448,WrappedArray([5642,6.154523], [2977,5.746487], [1054,5.5854588], [2432,5.575185], [2821,5.554996], [589,5.541696], [1341,5.515183], [1596,5.424303], [3256,5.403082], [3222,5.391426])]
[119,WrappedArray([540,18.92242], [5274,15.980987], [4441,15.130523], [1596,14.853496], [2549,14.535112], [2040,14.327192], [418,14.326621], [5642,14.154524], [2560,14.042191], [5901,13.511575])]
[909,WrappedArray([2640,7.3609853], [3144,6.6864223], [4751,6.244034], [2269,6.0688653], [3870,5.910674], [4383,5.8679266], [3188,5.6824517], [4676,5.680601], [1515,5.672278], [799,5.6566987])]
[201,WrappedArray([5760,10.7273655], [2821,9.948311], [3897,9.817177], [6027,9.645465], [341,9.6389265], [1460,9.220924], [5297,9.111013], [700,9.020536], [1907,8.93174], [1989,8.922302])]
[2,WrappedArray([3222,5.912897], [653,5.434718], [283,5.3256702], [5072,5.28304], [3902,5.1169167], [1713,5.1090794], [1341,5.0815086], [101,5.0119696], [4143,5.010961], [4341,4.9917073])]
[892,WrappedArray([144,7.31461], [2640,6.820776], [1341,6.537493], [2191,6.342176], [3573,6.088258], [5078,5.988313], [4,5.8885117], [4672,5.851159], [4745,5.8386397], [200,5.8257947])]
[1262,WrappedArray([3870,6.257546], [2269,6.0369563], [4236,5.8030176], [2821,5.797219], [1341,5.79221], [1989,5.7912226], [3144,5.764117], [1414,5.7508197], [2253,5.7402163], [2819,5.6876936])]
[1572,WrappedArray([1445,12.105532], [5202,10.749942], [2813,9.651307], [341,9.488907], [540,9.166406], [4125,9.136805], [5089,9.082972], [41,8.806198], [3856,8.793701], [1341,8.768692])]
[2162,WrappedArray([5328,7.7750397], [3222,6.813681], [1596,6.3355575], [1416,6.2842712], [423,6.185769], [653,6.104941], [5756,6.0233517], [745,5.826451], [775,5.802311], [589,5.7931595])]
[803,WrappedArray([41,10.550387], [5495,8.517756], [4427,8.414942], [4125,8.372909], [448,8.136633], [3856,8.123713], [1445,8.00961], [640,7.9772825], [2979,7.9603763], [4202,7.80637])]
[2944,WrappedArray([3165,6.0259237], [3870,5.9782357], [5867,5.5794387], [1414,5.561186], [4850,5.551887], [3009,5.513993], [3204,5.500319], [1989,5.4985766], [2269,5.471357], [3169,5.459631])]
[765,WrappedArray([5642,7.246079], [1596,7.2295732], [3222,6.8132315], [653,6.7943335], [4974,6.724912], [1145,6.1630383], [589,6.065401], [5804,6.0577974], [2277,6.0313234], [5325,5.9555726])]
[2266,WrappedArray([3222,6.6258707], [5756,6.08708], [5328,6.0461235], [653,5.9360156], [2549,5.8801465], [2502,5.7823386], [540,5.513412], [1596,5.450795], [775,5.4149237], [2821,5.264657])]
[3366,WrappedArray([3870,6.0235853], [3165,5.8653946], [2697,5.805477], [3144,5.5984716], [89,5.5450253], [399,5.5153613], [3738,5.478092], [1414,5.4744654], [4273,5.298179], [3204,5.28536])]
[3556,WrappedArray([527,7.0422573], [1394,6.647104], [2977,6.611095], [2755,6.406444], [589,6.336253], [2640,6.3258224], [1083,6.216185], [3258,6.0922384], [3034,5.9964447], [1829,5.8861704])]
[1817,WrappedArray([407,10.030093], [1859,8.315487], [4683,8.172576], [947,8.15228], [3744,7.9771237], [1754,7.971958], [4069,7.9550014], [4358,7.87439], [3725,7.735045], [3857,7.604311])]
[2897,WrappedArray([448,11.435355], [41,11.180111], [2441,10.824844], [2160,10.620494], [1014,9.671747], [2979,9.655506], [5258,9.458515], [1412,9.415929], [2954,9.18363], [4776,9.169941])]
[3447,WrappedArray([1416,9.29491], [2640,8.536187], [589,8.534811], [364,8.045587], [1914,8.002906], [2549,7.9655495], [5004,7.5850534], [653,7.4996505], [4941,7.456541], [4645,7.3448668])]
[778,WrappedArray([4996,5.8741937], [4069,5.829707], [2134,5.7792225], [3856,5.7144275], [5202,5.6333275], [665,5.6250987], [3103,5.584688], [5133,5.561705], [1445,5.493284], [2828,5.4413075])]
[1328,WrappedArray([4392,13.703307], [745,11.9560175], [4525,11.20635], [5258,10.476722], [1332,10.297969], [89,10.057362], [2160,10.031957], [353,9.841742], [4844,9.669566], [4056,9.507813])]
[79,WrappedArray([653,6.942836], [2297,5.9569216], [491,5.708686], [2851,5.6823473], [2252,5.6438103], [4703,5.6412325], [775,5.619996], [2040,5.597348], [2884,5.579019], [423,5.5590262])]
[1070,WrappedArray([3144,3.742869], [1341,3.688621], [3870,3.6518924], [5133,3.6491556], [640,3.6015778], [121,3.4828572], [3856,3.4763799], [4246,3.4698899], [1438,3.4632561], [3703,3.451262])]
[3130,WrappedArray([540,6.621834], [5642,6.001363], [5328,5.922983], [5274,5.5304794], [3076,5.493627], [653,5.394556], [3915,5.253703], [5756,5.2443], [2297,5.2151837], [5637,5.1631374])]
[131,WrappedArray([1394,13.028753], [2686,12.379456], [4504,12.295588], [3642,11.557033], [2558,11.437134], [1327,11.388093], [4383,11.247888], [3911,10.9855], [2385,10.966427], [2432,10.900928])]
[962,WrappedArray([947,8.317308], [1864,8.00371], [4158,7.7391276], [3009,7.6648903], [5004,7.573681], [5588,7.466709], [2134,7.4414506], [3405,7.2596755], [1270,7.2584586], [1083,7.1229076])]
[2302,WrappedArray([878,5.5690837], [1914,5.5635552], [4764,5.498779], [3256,5.4835815], [3915,5.374716], [4068,5.35567], [2339,5.3259287], [1054,5.310585], [1341,5.2435455], [91,5.240302])]
[3942,WrappedArray([4997,6.981323], [4158,6.74076], [46,6.6218815], [1754,6.5634656], [2735,6.417543], [1385,6.331547], [5328,6.2818384], [5052,6.241886], [5004,6.1938996], [3508,6.1440854])]
[1984,WrappedArray([3897,6.8150706], [5052,6.6469927], [1864,6.4709444], [2697,6.372986], [4158,6.1193323], [2204,5.8555336], [3165,5.6809416], [3144,5.6204524], [4549,5.527458], [5660,5.458875])]
[2624,WrappedArray([2441,7.8297048], [2930,7.7903852], [41,7.298033], [1662,6.8671007], [972,6.860268], [5125,6.8197327], [2893,6.806502], [1341,6.7930784], [5133,6.7871847], [4125,6.7477202])]
[2974,WrappedArray([4583,6.219917], [89,5.6721644], [775,5.354069], [3375,5.2974086], [3222,5.2744975], [1070,5.253359], [6031,5.1027446], [4850,4.8881717], [2329,4.87461], [5052,4.7552176])]
[3274,WrappedArray([5328,6.3440237], [775,5.7761836], [283,5.718478], [3222,5.706739], [5052,5.502874], [2951,5.3412604], [4264,5.3045645], [2697,5.288743], [3549,5.275716], [3902,5.258402])]
[1935,WrappedArray([2640,7.8030806], [3144,6.9521117], [4751,6.7177672], [2819,6.3832335], [2151,6.3593445], [4383,6.26802], [4236,6.262556], [144,6.2079725], [4,6.1959963], [1414,6.155877])]
[2605,WrappedArray([1070,5.7234364], [2441,5.675006], [6031,5.6501336], [2364,5.2908597], [2697,5.2557993], [3286,5.1942024], [4801,5.1933804], [606,5.1833057], [372,5.1756797], [572,5.1509924])]
[276,WrappedArray([5297,6.88012], [606,6.659165], [2364,6.528376], [1070,6.288872], [3915,6.1470327], [4778,5.7531443], [3286,5.6749706], [2697,5.5966153], [5606,5.5883284], [6027,5.556604])]
[2166,WrappedArray([2884,6.742541], [158,6.6192913], [4703,6.4532523], [491,6.403437], [5560,6.367902], [3723,6.1649137], [5297,6.091895], [2375,6.0405416], [3549,6.032597], [5003,6.0029945])]
[3536,WrappedArray([653,5.749569], [283,5.6985197], [1596,5.645016], [2640,5.4307837], [768,5.3764076], [2139,5.3683405], [4166,5.3281455], [1054,5.326426], [3222,5.2662454], [4801,5.255605])]
[3107,WrappedArray([2441,5.127579], [4801,4.9776864], [1309,4.9689565], [210,4.9568777], [1198,4.8380136], [4597,4.8376465], [1054,4.8309455], [3149,4.76795], [1751,4.7530665], [283,4.753066])]
[3917,WrappedArray([206,7.540579], [745,7.358223], [5141,6.8953323], [4392,6.687327], [353,6.431222], [2530,6.4259415], [5588,6.3806987], [4703,6.294656], [784,6.0694923], [947,6.060038])]
[149,WrappedArray([2037,6.6901274], [2467,6.6801414], [4751,6.489739], [153,6.474331], [784,6.3803096], [5290,6.354638], [1277,6.3063755], [4166,6.3018694], [866,6.294308], [1532,6.186261])]
[2419,WrappedArray([5328,9.559966], [745,8.2136965], [589,7.8010626], [1754,7.7369437], [4392,7.5946846], [3480,7.5834017], [3222,7.5215178], [1416,7.4954624], [3723,7.4011483], [5642,7.0294375])]
[820,WrappedArray([3144,8.458869], [4751,8.325035], [2640,7.971981], [5549,6.685856], [5945,6.629057], [4745,6.5885983], [5919,6.56855], [2191,6.5154443], [3714,6.5145025], [4383,6.412955])]
[3880,WrappedArray([1341,8.546211], [5642,8.3453], [4974,8.172912], [2977,8.054209], [1596,7.8080645], [2151,7.7066813], [41,7.519772], [2640,7.427491], [3455,7.377436], [4996,7.2709804])]
[3921,WrappedArray([3805,8.019481], [3870,7.5850687], [108,7.583113], [2697,7.49098], [4264,7.3882656], [290,7.381307], [2365,7.0398836], [606,6.9759912], [1327,6.971422], [5067,6.840589])]
[1092,WrappedArray([775,6.5495524], [158,6.47989], [4703,6.291384], [3549,6.205949], [3723,6.116245], [4264,6.0273247], [4623,5.991351], [5003,5.9754815], [5560,5.923976], [4392,5.879148])]
[2593,WrappedArray([5274,8.231133], [2821,8.162167], [341,8.1596985], [4056,8.114098], [540,8.099876], [3498,7.3436766], [5010,7.337096], [4332,7.2838316], [2956,7.2402663], [2549,7.221924])]
[3344,WrappedArray([3144,9.899651], [2763,9.849797], [5882,9.619987], [559,9.517089], [5549,9.317008], [650,9.015017], [3494,8.756728], [2920,8.584452], [979,8.2807], [4008,8.206469])]
[365,WrappedArray([540,8.68623], [5642,8.116458], [4427,8.097295], [448,7.886665], [3856,7.832953], [41,7.624428], [1596,7.4292636], [640,7.31642], [5495,7.275674], [4056,7.192112])]
[2115,WrappedArray([3222,5.899858], [4850,5.563151], [5052,5.5418844], [3902,5.4793625], [2821,5.4760056], [283,5.4524107], [4583,5.4442086], [215,5.3721824], [2867,5.3512373], [1341,5.2823443])]
[2825,WrappedArray([2138,9.7476225], [2467,9.350991], [5328,9.300747], [1919,9.219751], [4191,8.951201], [4630,8.922168], [5052,8.642431], [2713,8.529058], [423,8.525373], [1728,8.490544])]
[1316,WrappedArray([89,5.0537763], [5258,4.9275503], [5560,4.8811126], [3723,4.8624067], [3870,4.7854795], [2441,4.737988], [128,4.6377473], [3165,4.6298957], [2884,4.6030927], [2160,4.5193152])]
[3737,WrappedArray([2549,8.816473], [1989,8.433761], [365,8.053731], [2269,7.686493], [3969,7.4746895], [5438,7.426426], [2821,7.4186974], [3373,7.3547397], [3870,7.169964], [5758,7.1663895])]
[2548,WrappedArray([4583,4.8184347], [206,4.1990623], [395,4.1335783], [6031,4.0302205], [4191,4.014917], [4056,3.9900625], [5514,3.9252384], [4201,3.8755138], [2357,3.8597693], [4392,3.8554373])]
[2938,WrappedArray([1098,9.435812], [3144,9.416706], [2697,9.115206], [642,8.922114], [5660,8.660607], [3165,8.539473], [4880,8.40321], [4565,8.356009], [89,8.212578], [1808,8.000556])]
[999,WrappedArray([5328,6.6885705], [4056,6.1634483], [3076,6.0568075], [1307,5.9634957], [1098,5.860117], [540,5.794149], [5756,5.7672596], [5052,5.6607823], [5003,5.635229], [745,5.6250677])]
[1839,WrappedArray([5642,8.048073], [2151,7.9186497], [1394,7.7679367], [4974,7.121821], [1914,7.068224], [2277,7.031519], [653,6.9648776], [2400,6.7277613], [2502,6.692724], [589,6.680385])]
[2000,WrappedArray([4583,5.8749685], [640,5.849187], [2160,5.7498236], [215,5.558576], [3169,5.5494285], [2821,5.4884114], [3456,5.4412704], [3222,5.4329844], [3351,5.414696], [2048,5.4099536])]
[3950,WrappedArray([2549,11.205141], [1914,9.674], [364,9.036517], [2277,8.866224], [2151,8.764845], [5642,8.734986], [2821,8.715055], [589,8.618945], [418,8.552095], [2252,8.485155])]
[1612,WrappedArray([2549,6.778804], [3222,6.7434087], [1416,6.5323706], [5856,6.3646307], [1596,6.285018], [128,6.2218943], [5863,6.213361], [653,6.0615196], [5756,6.06009], [2640,6.0085764])]
[3732,WrappedArray([3144,6.585143], [1864,6.4030013], [2920,6.305039], [1918,6.051581], [108,5.9649105], [3627,5.804335], [3870,5.678873], [2697,5.526264], [1459,5.467041], [1535,5.4650345])]
[294,WrappedArray([3573,9.5278845], [5320,8.552712], [153,8.321313], [1277,8.31681], [200,8.252421], [2191,8.205771], [3714,8.159926], [4996,8.146638], [2851,8.13096], [978,8.050895])]
[1004,WrappedArray([653,7.7128844], [2884,7.119178], [775,6.930343], [423,6.821616], [5328,6.747822], [5051,6.581336], [2502,6.5051384], [2297,6.3913693], [1416,6.371706], [3222,6.3698173])]
[1964,WrappedArray([2640,6.1437254], [3144,6.1267843], [1414,6.0288415], [5588,6.0151243], [3405,5.932923], [3165,5.9244385], [399,5.7793264], [4751,5.697424], [5004,5.662279], [5660,5.628939])]
[2144,WrappedArray([4383,6.57657], [1394,6.471154], [878,5.9371014], [5525,5.875544], [3034,5.8592634], [221,5.811879], [1083,5.7608957], [430,5.7568254], [3915,5.628988], [1327,5.588909])]
[905,WrappedArray([2640,7.3894935], [3144,6.783316], [2269,6.747884], [4751,6.70508], [4236,6.647301], [3870,6.617367], [4383,6.6015654], [1414,6.395986], [2819,6.375739], [2253,6.3450727])]
[2276,WrappedArray([2920,8.991312], [4441,8.846744], [2252,8.613975], [2040,8.205816], [3144,8.110853], [418,8.009778], [3548,7.9692426], [599,7.8823986], [345,7.8767724], [2019,7.743351])]
[357,WrappedArray([1341,5.594612], [2640,5.5896187], [668,5.525471], [4441,5.4692883], [2549,5.3128843], [878,5.2703567], [2441,5.2574058], [2673,5.1966434], [4639,5.1726255], [4069,5.1655264])]
[1187,WrappedArray([4383,9.541858], [1394,9.403893], [2640,8.598246], [2151,8.365702], [364,7.5728073], [5145,7.495752], [2432,7.453915], [1083,7.41141], [4751,7.345696], [3034,7.258719])]
[529,WrappedArray([2441,5.582286], [3723,5.5222297], [1557,5.4435077], [2977,5.4163632], [878,5.39878], [535,5.376448], [1971,5.3707237], [2339,5.3610525], [128,5.356122], [3034,5.355921])]
[1390,WrappedArray([5328,7.918276], [3723,7.68202], [1416,7.65403], [527,7.051941], [1394,6.718657], [5525,6.598738], [4158,6.5976677], [745,6.5660253], [3480,6.552625], [5783,6.481281])]
[2010,WrappedArray([2640,7.814381], [4751,7.249057], [3144,6.813814], [2269,6.538576], [3714,6.492868], [3545,6.447944], [1341,6.4079556], [4565,6.243288], [1515,6.2100115], [1253,6.1804914])]
